tokens,ner_tags,confidence_score
"['Printsy', 'Albert', 'Victor,', 'Duke', 'of', 'Clarence', 'and', 'Avondale\n']","[1, 1, 2, 2, 2, 2, 2, 2]",0.7352102258626152
"['Ahoana', 'no', 'Hanafina', 'Heloka', 'Bevava\n']","[5, 3, 0, 3, 4]",0.5418624047722135
"['Durrães', 'sy', 'Tregosa\n']","[1, 1, 2]",0.7862147556410896
"[""Garetaon'ny"", 'metro', 'Brent', 'Cross\n']","[0, 3, 0, 0]",0.7970416789705103
"['Voarakitra', 'voalohany', 'tao', ""amin'ny"", 'Serranía', 'de', 'las', 'Quinchas', ""tamin'ny"", '17', 'Janoary', '2006.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5]",0.8286683362509523
"['Antoko', 'Fahafahana', 'Sivika\n']","[3, 2, 2]",0.6054056048393249
"['Kiilokiriga', '—', 'Xanthia', 'togata', ""''"", '(', 'Esper', ',', '1788', ')\n']","[1, 1, 2, 2, 0, 0, 0, 0, 2, 2]",0.7242084711790084
"['*8', 'Aogositra', '–', 'Craig', 'Breslow\n']","[0, 1, 1, 1, 2]",0.7443240348781858
"['Nandresy', 'ny', 'Japan', 'Senior', 'Open', 'indroa', 'koa', 'izy.\n']","[0, 0, 0, 0, 3, 3, 4, 4]",0.8756428621709347
"['Ny', 'zafikeliny', 'dia', 'ny', ""talen'i"", 'Whit', 'Stillman.\n']","[0, 0, 0, 0, 0, 0, 0]",0.8855570151525385
"[""''"", ""'"", ""''"", 'Chauliodus', ""''"", ""'"", ""''\n""]","[0, 0, 0, 0, 0, 5, 5]",0.883239209651947
"['Janaki]]', ',', 'S.', 'P.', 'Balasubrahmanyam\n']","[1, 2, 0, 0, 0]",0.7756511885672808
"['Ny', ""''"", 'Thornhill', 'Islanders', ""''"", 'nandresy', 'ny', 'Markham', 'Waxers', ""''4-lalao-3''\n""]","[0, 0, 0, 1, 1, 2, 2, 0, 0, 0]",0.8055009861146251
"[""Fahafatesan'i"", 'Juliette', 'Peirce.\n']","[0, 1, 2]",0.7196716432060514
"[""78''"", 'ao', 'Osnabrück.\n']","[0, 0, 0]",0.7892644838853315
"['Gian', 'Girolamo', 'Albani\n']","[1, 1, 2]",0.8110979646444321
"['``', 'Rhinestone', 'Cowboy', ""''"", '(', 'Larry', 'Weiss', ')', '-', '3:15\n']","[0, 0, 1, 1, 2, 2, 2, 2, 0, 0]",0.8529303263534199
"['*Fizarana', '9', '-', 'Michael', 'Conlan\n']","[0, 1, 1, 1, 1]",0.7855298196276029
"['Antawn', 'Jamison', '(28)\n']","[1, 1, 4]",0.5238308740986718
"['Chillicothe', 'Paints', '(', '1993–2008', ',', 'nanatevin-daharana', 'ny', 'Prospect', 'League', ')\n']","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2]",0.7248320356011391
"['Antoine', 'Dadin', 'de', 'Hauteserre\n']","[1, 1, 2, 2]",0.6844298276636336
"[':', ""'"", ""''"", 'Rahalahy', 'Fahadimy', '(', ""nilalaovin'i"", 'Philip', 'Anthony-Rodriguez', ')', ""'"", ""''\n""]","[0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 0, 2]",0.7732786825474571
"['Château', 'de', 'Champs-sur-Marne\n']","[5, 5, 5]",0.6597676791928031
"['Sekreteram-pirenena', 'ao', ""amin'ny"", 'Firenena', 'Mikambana\n']","[0, 0, 0, 0, 0]",0.8916361927986145
"['Ny', 'demo', ""tamin'ny"", '1978', 'navoaka', 'tao', ""amin'ny"", 'Off', 'the', 'Wall', '(Special', ""Edition)''"", '(2001)\n']","[0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0]",0.847087785049721
"['Tanàn-dehibe', 'Vaovao', ""Atsinanan'i"", 'Fanling', '(', 'Fanitsiana', 'ny', 'Tanàn-dehibe', 'Vaovao', 'Fanling-Sheung', 'Shui', ')\n']","[3, 0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0]",0.6276698366684073
"['Carina', 'Witthöft,', '6–3,', '7–5\n']","[0, 0, 1, 2]",0.6930672625700632
"[""Amin'ny"", ""alalan'i"", 'Santa', 'Clara\n']","[0, 0, 0, 0]",0.9147033041173761
"['Distrika', 'Nasionaly', 'Eveno-Bytantaysky\n']","[0, 3, 3]",0.7094004704402044
"[""''Euxoa"", ""centralis''"", '(Staudinger,', '1889)\n']","[0, 0, 5, 5]",0.6283863765351912
"[""Diosezin'i"", 'San', 'Andrés', 'Tuxtla\n']","[1, 1, 1, 2]",0.7655839667870448
"['Palisades,', 'New', 'York\n']","[5, 5, 6]",0.6346505814128451
"['Rosephanye', 'Powell', '(teraka', '1962)\n']","[1, 1, 2, 2]",0.7691904577341947
"[""Distrikan'i"", 'Chum', 'Ta', 'Bong\n']","[0, 1, 1, 2]",0.7528917551040649
"['Epica', '-', 'Atao', 'Tsy', 'Tsaroana\n']","[0, 3, 0, 0, 0]",0.7605563074350357
"['Lisitry', 'ny', 'Flywheel,', 'Shyster,', 'ary', 'Flywheel', '(andian-dahatsary', ""amin'ny"", 'onjam-peo', '1990)', 'fizarana\n']","[0, 0, 0, 0, 3, 3, 4, 4, 0, 4, 4]",0.764324314892292
"[""''"", 'Epirrhoe', 'rivata', ""''"", '(', 'Hübner,', '1813', ')\n']","[0, 0, 0, 5, 0, 2, 2, 0]",0.7199820052174961
"[""''"", 'Justice', 'League', ""Elite''"", ':\n']","[0, 0, 5, 5, 0]",0.8861438214778901
"['Hita', 'any', 'Peroa', 'izany.\n']","[0, 0, 0, 0]",0.909893162548542
"['Ecuador', ':', '7', '%', ""amin'ny"", 'mponina\n']","[5, 2, 2, 0, 0, 0]",0.8501545389493307
"['Mpandika', 'teny', 'KCCV-FM,', 'Overland', 'Park,', 'Kansas\n']","[0, 0, 1, 0, 1, 2]",0.6752505671410334
"['Ramatoa', 'Brigitte', 'Vallée.\n']","[0, 1, 1]",0.7449032604694367
"['Lipiny,', ""Distrikan'i"", 'Ciechanów\n']","[5, 5, 0]",0.6455989365394299
"['Tatiana', 'Volosozhar', '/', 'Maxim', 'Trankov\n']","[1, 1, 2, 2, 2]",0.6584353034312909
"['Raymerville', '–', 'Markville', 'Atsinanana,', 'Ontario\n']","[1, 1, 1, 0, 1]",0.6496661901473999
"['Robert', 'Maxwell,', 'Lordy', 'Maxwell', 'faha-5', '(1493–1546)\n']","[1, 1, 2, 2, 2, 2]",0.7580914944410324
"['Prince', 'Rupert', 'de', 'Rhine', '15', 'Aogositra', '1672', '–', '19', 'Novambra', '1682\n']","[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]",0.7477061947186788
"['Železničná', 'spoločnosť', 'Slovensko\n']","[3, 3, 4]",0.7211586787150457
"[""Tamin'ny"", '6', 'Febroary', '1925', 'izy', 'no', 'nisotro', 'ronono', ""tamin'ny"", 'asa', 'mavitrika', 'ary', 'maty', 'tao', 'Santiago', ""tamin'ny"", '1938.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0]",0.8509032437030006
"['Ny', '67', 'dia', 'nahavita', 'tany', ""amin'ny"", 'farany', ""tamin'ny"", 'vanim-potoana', 'OHL', '2012–13', 'niaraka', ""tamin'ny"", 'fandresena', '16', 'monja.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.8502683142820994
"['Internet', 'Exchange', 'Point', '(', 'IXP', ')\n']","[3, 3, 4, 4, 4, 4]",0.7606169223785401
"['""``', 'Suzukake', 'no', 'Ki', 'no', 'Michi', 'de', '``', 'Kimi', 'no', 'Hohoemi', 'o', 'Yume', 'ni', 'Miru', ""''"", 'to', 'Itte', 'Shimattara', 'Bokutachi', 'no', 'Kankei', 'wa', 'Dō', 'Kawatte', 'Shimau', 'no', 'ka', ',', 'Bokunari', 'ni', 'Nan-nichi', 'ka', 'Kangaeta', 'Ue', 'de', 'no', 'Yaya', 'Kihazukashii', 'Ketsuron', 'no', 'Yō', 'na', 'Mono', '\'\'""\n']","[0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",0.7237653326557343
"['Navoaka', 'ho', 'toy', 'ny', 'raki-kira', 'voalohany', ""tamin'ny"", 'raki-kirany', ""tamin'ny"", '2004', '“Everybody', 'Loves', 'a', 'Happy', 'Ending”', 'izy', 'io', 'ary', 'ny', 'raki-kira', 'voalohany', 'izay', 'ahitana', 'ny', 'mpikambana', 'voalohany', 'Roland', 'Orzabal', 'sy', 'Curt', 'Smith', 'nanomboka', ""tamin'ny"", '1990.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0]",0.9141838636300336
"['Mpitarika', 'konservativa', 'David', 'Cameron\n']","[0, 1, 1, 1]",0.8112860123316447
"['Ny', ""ankamaroan'ny"", 'tantara', 'dia', 'mitranga', 'ao', 'Flagstaff,', 'Arizona,', 'izay', 'i', 'Sgd.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.8116102504730225
"['""Invisible', 'Touch""', '–', 'Genesis\n']","[0, 1, 2, 0]",0.6847857435544332
"['Mpitahiry', 'Boky', 'ao', ""amin'ny"", 'Antenimieran-doholona', 'Etazonia\n']","[0, 0, 0, 0, 0, 0]",0.7988271469419653
"['Live', 'at', 'Sin-é', '(', 'Legacy', 'Edition', ')\n']","[3, 3, 4, 4, 4, 4, 4]",0.7484962019053373
"['Calgary,', 'Canada\n']","[5, 5]",0.5883050113916397
"['*2001', '–', 'Hugh', 'Hefner', ',', 'Roastmaster', 'Jimmy', 'Kimmel\n']","[0, 1, 1, 1, 1, 2, 2, 2]",0.7577689488728842
"['Aigle', 'Noir', 'AC\n']","[5, 5, 6]",0.73316457370917
"['Hathaways', 'Mountain', 'Pines,', 'Kalifornia\n']","[1, 1, 2, 2]",0.7747458609250876
"['Peter', 'T.', 'King\n']","[1, 1, 2]",0.7644602954387665
"['Charlie', 'Clouser', '–', 'Nine', 'Inch', 'Nails\n']","[1, 1, 2, 2, 2, 2]",0.7526048595706621
"['Fiangonana', 'collegiate', 'taloha', 'St', 'Bartholomew,', 'Liège\n']","[0, 1, 1, 2, 2, 2]",0.5309182530955264
"['Natsangana', ""tamin'ny"", '28', 'Janoary', '1831', 'ho', ""an'i"", 'Standish', ""O'Grady,"", 'Mpampanoa', 'Lalàna', 'Ho', ""an'i"", 'Irlandy', 'sy', 'Lord', 'Chief', 'Baron', 'of', 'the', 'Exchequer', 'ho', ""an'i"", 'Irlandy.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0]",0.8277468811381947
"[""Distrikan'i"", 'Zlaté', 'Moravce\n']","[0, 0, 0]",0.824701464176178
"['Wilhelm', 'Gustav', 'Franz', 'Herter\n']","[1, 1, 4, 2]",0.6283859718929637
"['Thomasville,', 'Missouri\n']","[5, 5]",0.6228707465860579
"['Clement', 'Poitrenaud,', '14.\n']","[1, 1, 2]",0.7101587206125259
"['Yahn', '|', 'Yazdan', 'Chah', '|', 'Yegi', '|', 'Yekkeh', 'Derakht', '|', 'Yosht', '|', 'Yusefabad', '|', 'Yush', '|', 'Yushu\n']","[1, 1, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",0.6840347078713503
"['Tour', 'de', 'France', '1982\n']","[5, 5, 6, 6]",0.6639438058648791
"['John', 'Denison-Pender,', '1st', 'Baron', 'Pender\n']","[1, 1, 2, 2, 2]",0.7159638489995684
"[""''Glyphipterix"", ""iometalla''"", '(Meyrick,', '1880)\n']","[0, 0, 0, 0]",0.7979528279531569
"[""''Zygaena"", ""cynarae''"", '(Esper,', '1789)\n']","[0, 0, 0, 0]",0.6822509732511308
"['""Super', 'World', 'of', 'Sports""\n']","[0, 1, 4, 2]",0.5757569167762995
"['Chananel', 'ben', 'Chushiel\n']","[1, 1, 2]",0.8200746112399631
"['Bobby', 'Rush', '(', 'D', ')\n']","[1, 1, 2, 2, 2]",0.6645988060368432
"['Tantara', ""an'i"", 'Chun', 'Hyang\n']","[5, 3, 0, 0]",0.6228207021951675
"['BBC', '(', 'Test', 'Match', 'Special', ""''"", ')\n']","[1, 1, 4, 2, 2, 0, 0]",0.664094066619873
"['Bruce', 'Beresford', '(', 'Tsy', 'Jiosy', ')\n']","[1, 1, 2, 2, 2, 0]",0.8400049159924189
"['Izany', 'koa', 'dia', 'navoaka', 'niaraka', ""tamin'ny"", 'Visual', 'Studio', '2005,', 'Microsoft', 'SQL', 'Server', '2005,', 'ary', 'BizTalk', '2006.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4]",0.9194250359679713
"['Leonardo', 'Rodríguez', 'Solís\n']","[1, 1, 2]",0.8034968321973627
"['Teraka', 'tao', 'Aldsworth,', 'Gloucestershire,', 'Angletera', 'izy', ""tamin'ny"", '10', 'Janoary', '1836.\n']","[0, 0, 5, 5, 2, 0, 1, 2, 2, 2]",0.8132061855151103
"['**', 'Tranombakoka', ""Nasionalin'i"", 'Kyoto', '(', 'fandefasana', 'voalohany', ')\n']","[0, 0, 1, 1, 1, 2, 2, 2]",0.7632237523794174
"['Lisitra', 'ny', 'taona', 'any', 'Brezila\n']","[3, 3, 3, 0, 4]",0.7930076330900192
"['Ny', ""Ligin'ny"", 'Fikambanana', ""Iraisam-pirenen'ny"", 'Dermatôlôjia\n']","[0, 3, 0, 0, 0]",0.8039420558647676
"[""Tamin'ny"", 'Jona', '1999', 'dia', 'namidiny', ""tamin'ny"", 'National', 'Express', 'izany,', 'izay', ""tamin'ny"", 'Septambra', '2004', 'dia', 'namidiny', ""tamin'ny"", 'Connex.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0]",0.9197716454142019
"['Ny', 'fampihenana', 'taty', 'aoriana', 'dia', 'nampitomboina', ""tamin'ny"", 'faritra', 'miandany', ""amin'i"", 'Arzantina,', 'Brezila,', 'Bolivia', 'ary', 'Orogoay.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0]",0.8067688614856906
"['Efa', 'hita', 'any', 'Meksika,', 'Goatemala,', 'Kosta', 'Rika,', 'Panama,', 'Kolombia,', 'Venezoela', 'ary', 'Brezila.\n']","[0, 0, 0, 0, 1, 2, 2, 0, 2, 2, 2, 0]",0.6870665289461613
"['Michele', 'Morosini', '(1308–1382)', 'dia', '""doge""', 'nanomboka', ""tamin'ny"", 'Jona', '1382', ""hatramin'ny"", 'nahafatesany', ""tamin'ny"", 'Oktobra', ""tamin'io"", 'taona', 'io', 'ihany.\n']","[1, 1, 2, 2, 2, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0]",0.8724916299184163
"['20px', 'Władysław', 'I', 'ny', 'Ginoavanafohy\n']","[1, 1, 1, 2, 2]",0.7209270070580875
"['Misawa', 'AB,', 'Japon,', '29', 'Novambra', '1965', '–', '15', 'Mey', '1971\n']","[1, 1, 2, 2, 2, 2, 2, 0, 1, 2]",0.6906398634115855
"['Trondro', 'fantsika', 'xenocongrid\n']","[3, 3, 4]",0.6092961639165878
"['Nandao', 'ny', 'asany', 'izy', ""tamin'ny"", 'Martsa', '1906', 'mba', 'hihazakazaka', 'ho', ""an'i"", 'West', 'Hobart,', 'saingy', 'tsy', 'nahomby.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",0.8867407449193903
"['Lăpugiu', 'de', 'Jos\n']","[0, 1, 2]",0.7259190167699542
"['Chinantec', ""an'i"", 'Ozumacín\n']","[5, 5, 6]",0.6564515639435161
"['*4', 'Oktobra', '–', 'Drew', 'Stubbs\n']","[0, 0, 1, 0, 1]",0.7400368220276303
"['16th', 'Troop', 'Carrier', 'Squadron', ':', 'mifamatotra', '14', 'Novambra', '1954', '–', '8', 'Jolay', '1955\n']","[1, 1, 4, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2]",0.5992530719800429
"['Fijery', 'avy', ""amin'ny"", 'loharano', '``', 'Potop', ""''\n""]","[0, 0, 0, 0, 0, 0, 0]",0.8620161978822005
"[""Nohazavain'i"", 'Warren', ""tamin'ny"", 'taona', '1892', 'izany.\n']","[0, 0, 0, 0, 0, 0]",0.8321761869721942
"['Varghese', 'Payyappilly', 'Palakkappilly\n']","[3, 4, 4]",0.6230362057685852
"['Namidiny', '184,000', ""tamin'ny"", 'varotra', 'album', 'nentim-paharazana', '(nidina', '65', 'isanjato)', 'ary', 'resy', ""tamin'ny"", 'laharana', 'voalohany', ""tamin'ny"", '""25""', ""an'i"", 'Adele,', 'izay', 'nivoaka', 'voalohany', ""tamin'ny"", 'isa', 'mamaky', 'rekord', '3.38', 'tapitrisa.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 3, 4, 4, 0, 0, 0, 0, 3, 4, 0, 4, 4, 4, 0, 0]",0.8510954204487474
"['Teraka', 'tao', 'Sundridge,', 'Ontario', 'izy.\n']","[0, 0, 5, 5, 6]",0.7488871179521084
"['Super', 'League', 'Greece', ':', '1982–83\n']","[1, 1, 1, 2, 2]",0.7015140571377494
"['Nosy', 'Krismasy,', ""tamin'ny"", '8', 'Novambra', '1957,', '28', 'Aprily,', '22', 'Aogositra,', '2', 'Septambra,', '11', 'Septambra,', 'na', '23', 'Septambra', '1958\n']","[5, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0]",0.6755006684035789
"['Guy', 'Berryman', '(Coldplay)\n']","[1, 1, 2]",0.638750209049745
"['Jason', 'Schwartzman,', 'Isabelle', 'Huppert,', 'Dustin', 'Hoffman\n']","[1, 1, 2, 2, 2, 2]",0.7208406825860342
"[""'"", ""''"", 'Lena', 'Springs', ""''"", ""'\n""]","[0, 0, 0, 1, 1, 2]",0.8412228922049204
"['Izy', 'dia', 'mpilalao', 'sangany', 'teo', 'aloha', 'tao', ""amin'ny"", 'ekipa', 'Ambany-21', ""an'i"", 'Angletera.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9152775502204895
"['Klemensa', 'avy', 'any', 'Aleksandria,', ""''Stromata''"", '1.131.6.\n']","[0, 0, 0, 3, 0, 4]",0.7659980047207612
"['Komisiona', 'momba', 'ny', ""Zon'olombelona"", 'ao', 'Malaysia\n']","[3, 3, 3, 4, 4, 4]",0.8530818886227078
"['Ny', 'haavony', 'dia', '3944', 'metatra', '(1202', 'm)', ""ambonin'ny"", ""haabon'ny"", 'ranomasina.\n']","[0, 0, 0, 0, 0, 3, 0, 4, 4, 4]",0.8312231187637036
"['Jean', 'Frédéric', 'Frenet\n']","[1, 1, 2]",0.8115256726741791
"[""''"", 'Duchy', 'of', 'Naples', ""''"", '-', 'Gregory', 'III', '(864–870)\n']","[0, 0, 1, 1, 1, 2, 2, 0, 0]",0.7803697630763053
"['Polonina', 'ao', ""anatin'ny"", 'fifaninanana', 'Eurovision.\n']","[0, 0, 0, 0, 0]",0.8585087875525157
"['""Space', 'Heater', '(', 'rakikira', ')""\n']","[0, 1, 1, 4, 4]",0.6134833370645841
"['Thompson', 'International', 'Speedway', '–', 'Thompson,', 'Connecticut\n']","[0, 1, 1, 1, 2, 2]",0.6916244421154261
"['Voarakitra', 'tao', ""amin'ny"", 'Studio', 'Alberts,', 'London.\n']","[0, 0, 0, 0, 0, 0]",0.8235936392756069
"['Faritra', ""Andrefan'i"", 'Herzegovina\n']","[0, 0, 1]",0.8003070273182609
"[""Faritanin'i"", 'Autonoma', 'Kazakh', 'Ili\n']","[5, 0, 0, 0]",0.6129761798815294
"['Londona', ':', 'Thames', '&', 'Hudson.\n']","[1, 1, 1, 2, 2]",0.7128105759620667
"['Takht', 'Sri', 'Hazur', 'Sahib,', 'Nanded\n']","[1, 1, 4, 2, 2]",0.5768241653075585
"['Ny', 'tady', 'famonjena', 'niangana', ""tamin'ny"", ""fanjavonan'ny"", 'sambo', 'dia', 'aseho', 'ao', ""amin'ny"", 'Imperial', 'War', 'Museum', 'North', 'any', 'Manchester.\n']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.8740275910026148
"['Ny', 'rainy', 'dia', 'Abd', 'Manaf', 'ibn', 'Qusai.\n']","[0, 0, 0, 0, 1, 1, 1]",0.8628527479512351
"['Kianja', 'Borg', 'El', 'Arab,', 'Alexandria,', 'Egypta\n']","[1, 1, 2, 2, 2, 2]",0.7228528102238972
"['``', 'Anjoro', 'Samihafa', ""''\n""]","[0, 0, 1, 1]",0.8529690504074097
"['1283', ':', 'Ny', ""Fanjakan'i"", 'Yuan', 'naka', 'ny', 'Nosy', 'Penghu', 'ho', 'azy\n']","[5, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0]",0.8280791328066871
"['Alain', 'Delon,', 'Richard', 'Conte,', 'Carla', 'Gravina\n']","[1, 1, 1, 2, 2, 2]",0.649348509311676
"['Monarka', '-', 'George', 'V,', ""Mpanjakan'ny"", 'United', 'Kingdom', '(1910–1936)\n']","[1, 1, 4, 2, 2, 2, 2, 2]",0.6826002170210299
"['Helene', 'Hayman,', 'Baronesy', 'Hayman\n']","[1, 1, 2, 2]",0.7893566439549128
"['Teraka', 'tao', 'amin’ny', 'Drummond', 'Township,', 'Canada', 'Andrefana', 'izy', 'tamin’ny', '1841,', 'zanaka', 'mpifindra', 'monina', 'Irlandey,', 'ary', 'nianatra', 'tany', 'Perth.\n']","[0, 0, 0, 0, 0, 3, 3, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]",0.8106843914304461
"['Zadie', 'Smith\n']","[1, 2]",0.7219105362892151
"['Glencoe,', 'KwaZulu-Natal\n']","[1, 1]",0.7160138975490223
"[""''Polystichum"", ""acrostichoides''"", '(Michx).\n']","[0, 0, 5]",0.6330351249167794
"['Ao', ""amin'ny"", 'Lisitra', ""Nasionalin'ny"", 'Trano', 'Fisotroana', 'Tantara', 'ao', ""amin'ny"", 'Campaign', 'for', 'Real', 'Ale', 'izy', 'io.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0]",0.8242585388943553
"['""Ianao', 'no', 'Feo""\n']","[0, 0, 5]",0.7408227622509003
"['Volana', 'vitsivitsy', 'taty', 'aoriana,', 'nalefa', 'an-tsambo', 'tany', 'Montevideo', 'ny', 'fiaramanidina', 'roa,', 'ny', 'iray', 'antsoina', 'hoe', '""Atlântico"",', 'ary', 'nalefa', 'manidina', 'ho', 'any', 'Buenos', 'Aires.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0]",0.8121071421894533
"[""Tamin'ny"", '1910,', 'nalefa', 'tany', ""amin'ny"", 'American', 'Museum', 'of', 'Natural', 'History', 'tany', 'New', 'York', 'ny', 'fitaovana', 'ary', 'voafaritra', 'izany', ""tamin'ny"", '1911.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 4, 4, 0, 4, 4]",0.8552320725039432
"['Lalana', 'Fanjakana', 'New', 'York', '5\n']","[1, 1, 2, 2, 2]",0.6269378635016355
"['Ray,', 'lehilahy', 'ary', 'rahalahy\n']","[5, 0, 6, 6]",0.5154618670543035
"['Roa', 'sy', ""tapan'olona"", 'Lahy\n']","[3, 3, 4, 4]",0.5692142898386175
"[""Talohan'ny"", 'taona', '1945', 'dia', ""anisan'ny"", 'Germany', 'ilay', 'faritra.\n']","[0, 0, 0, 0, 0, 0, 0, 0]",0.9688592521767867
"['5000', 'metatra', 'mihazakazaka', '–', '14:15.61', '(', '2015', ')\n']","[1, 1, 1, 2, 2, 2, 2, 0]",0.6876320905155606
"['Sridevi,', 'Sanjay', 'Dutt,', 'Rahul', 'Roy\n']","[1, 1, 2, 2, 2]",0.7294450342655182
"['Miranda', 'Martino', 'ho', 'mpihira\n']","[1, 1, 2, 2]",0.7301910248669711
"['Antoko', 'Kaominista', 'any', 'Nizeria', '(', 'CPN', ')\n']","[1, 1, 2, 2, 2, 2, 2]",0.6140406827131907
"['Chaetodon', 'falcula,', 'Trondro', 'lolo', 'miendrika', 'kilema', 'mainty\n']","[1, 1, 1, 2, 2, 2, 2]",0.7659597545862198
"['Ny', 'mpifindra', 'voalohany', 'dia', 'tonga', ""tamin'ny"", ""fiandohan'ny"", 'taonjato', 'faha-19,', 'ary', 'indrindra', 'fa', 'ny', 'Quakers,', 'Mennonites', 'ary', 'United', 'Empire', 'Loyalists', 'izay', 'nandao', ""an'i"", 'Etazonia.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.8704897673041733
"['Repoblika', 'Ezo', '(', '1868–1869', ')\n']","[1, 1, 2, 2, 2]",0.7743724634250005
