tokens,ner_tags,confidence_score
"['1978', 'demo', 'wotpušćene', 'na', 'Off', 'the', 'Wall', '(', 'Special', 'Edition', ')', ""''"", '(', '2001', ')\n']","[0, 0, 3, 3, 3, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0]",0.9259867753301348
"['Sewjerna', 'Fanling', 'nowa', 'město', '(Rozšěrjenje', 'Fanling-Sheung', 'Shui', 'noweho', 'města)\n']","[0, 0, 0, 0, 5, 5, 0, 4, 4]",0.7621034118864272
"['Carina', 'Witthöft', ',', '6–3', ',', '7–5\n']","[1, 1, 2, 2, 2, 2]",0.9514620741208394
"['Přez', 'Santa', 'Clara\n']","[5, 5, 6]",0.73671821753184
"['Eveno-Bytantajski', 'Narodni', 'Wobwod\n']","[5, 5, 5]",0.7373922804991404
"[""''Euxoa"", ""centralis''"", '(Staudinger,', '1889)\n']","[0, 0, 0, 0]",0.9404253714224872
"['Dieceza', 'San', 'Andrés', 'Tuxtla\n']","[1, 1, 1, 2]",0.9365697828206149
"['Palisades,', 'Nowy', 'Jork\n']","[1, 1, 1]",0.9257052408324348
"['Rosephanye', 'Powell', '(', 'nar.', '1962', ')\n']","[1, 1, 1, 2, 2, 0]",0.9145448505878448
"['Chum', 'Ta', 'Bong', 'Distrikt\n']","[5, 5, 6, 6]",0.6968738692147392
"['Epica', '–', 'Předawać', 'do', 'zapomnjeća\n']","[0, 0, 0, 0, 0]",0.8530442437955311
"['Lisćina', 'epizodow', 'Flywheel,', 'Shyster', 'a', 'Flywheel', '(1990', 'radijowy', 'seriál)\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.8607737863505328
"[""''Epirrhoe"", ""rivata''"", '(Hübner,', '1813)\n']","[0, 0, 0, 0]",0.93503138422966
"[""''"", 'Justice', 'League', 'Elite', ""''\n""]","[0, 0, 0, 0, 0]",0.9211277961730957
"['Stej', 'so', 'w', 'Peruwi', 'namaka.\n']","[0, 0, 0, 0, 0]",0.9005349079767863
"['Ecuador:', '7', '%', 'ludnosće\n']","[0, 0, 0, 0]",0.8261603306640278
"['Translator', 'KCCV-FM,', 'Overland', 'Park,', 'Kansas\n']","[0, 0, 3, 3, 2]",0.6385701037943363
"['Pani', 'Brigitte', 'Vallée.\n']","[1, 1, 2]",0.8483240968651242
"['Lipiny,', 'powiat', 'Ciechanów\n']","[5, 5, 5]",0.8410718262195587
"['Tatiana', 'Volosozhar', '/', 'Maxim', 'Trankov\n']","[1, 1, 4, 4, 4]",0.6449363460907569
"['Raymerville', '–', 'Markville', 'East,', 'Ontario\n']","[1, 1, 1, 2, 2]",0.8832976669073105
"['Robert', 'Maxwell,', '5ty', 'lord', 'Maxwell', '(1493–1546)\n']","[1, 1, 2, 2, 2, 2]",0.9324384927749634
"['Kněw', 'Rupert', 'z', 'Rýna', '15', 'awgusta', '1672', '–', '19', 'nowembra', '1682\n']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]",0.7942749559879303
"['Železnička', 'dołhroda', 'Slovensko\n']","[3, 3, 3]",0.6072364380726447
"['Dnja', '6.', 'februara', '1925', 'bě', 'so', 'z', 'aktywnej', 'słužby', 'zběhnył', 'a', 'w', '1938', 'w', 'Santiagu', 'zomrěł.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.969886884544835
"['67-ežki', 'dokónčili', '2012–13', 'sezonu', 'OHL', 'na', 'poslednim', 'městnje', 'jenož', 'z', '16', 'wubranymi', 'hrama.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9413787163794041
"['Internet', 'Exchange', 'Point', '(', 'IXP', ')\n']","[3, 4, 4, 0, 3, 3]",0.8509598851203919
"['""``', 'Suzukake', 'no', 'Ki', 'no', 'Michi', 'de', '``', 'Kimi', 'no', 'Hohoemi', 'o', 'Yume', 'ni', 'Miru', ""''"", 'rjec', 'ze', 'rjekuše,', 'kak', 'so', 'naša', 'wotnošenje', 'změni,', 'po', 'wšudowani', 'někotrych', 'dnjow', 'přez', 'moje', 'končneju', 'zawěro,', 'kotraž', 'je', 'něšto', 'smlada.""\n']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9667547453194857
"['Był', 'wotnyć', 'jako', 'prěnja', 'singla', 'z', 'jich', 'albumu', '""Everybody', 'Loves', 'a', 'Happy', 'Ending""', 'z', 'lěta', '2004', 'a', 'je', 'prěnja', 'singla,', 'kotra', 'wobsahuje', 'oba', 'originalne', 'čłony', 'Roland', 'Orzabal', 'a', 'Curt', 'Smith', 'wot', 'lěta', '1990.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9642818580593979
"['Konserwatywny]', 'wjednosta', 'David', 'Cameron)\n']","[0, 3, 3, 0]",0.8851374427477519
"['Wjetša', 'dźěl', 'powědanja', 'so', 'w', 'Flagstaffe', ',', 'Arizona', ',', 'dóšawja', ',', 'hdźe', 'Sgt', '.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",0.9074494168162346
"['""Invisible', 'Touch""', '–', 'Genesis\n']","[0, 0, 0, 0]",0.8741363419426812
"['Bibliotekarka', 'Senateja', 'Zjednoćenych', 'Statow\n']","[0, 3, 3, 4]",0.895704461978032
"['Live', 'at', 'Sin-é', '(Legacy', 'Edition)\n']","[0, 1, 2, 2, 2]",0.8696616833860223
"[""'"", ""''"", 'Calgary', ""''"", ""'"", ',', ""'"", ""''"", 'Kanada', ""''"", ""'\n""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9914107769727707
"['*2001', '–', 'Hugh', 'Hefner', ',', 'Roastmaster', 'Jimmy', 'Kimmel\n']","[0, 0, 0, 1, 1, 2, 2, 2]",0.8583232329951392
"['Aigle', 'Noir', 'AC\n']","[1, 1, 2]",0.9385701815287272
"['Hathawayské', 'boriny', ',', 'Kalifornija\n']","[3, 3, 3, 3]",0.8947207679351171
"['Peter', 'T.', 'King\n']","[1, 1, 2]",0.9460962925638471
"['Charlie', 'Clouser', '–', 'Nine', 'Inch', 'Nails\n']","[1, 1, 2, 2, 2, 0]",0.9460380524396896
"['Bywša', 'dźěkanaska', 'cyrkej', 'swjateho', 'Bartłomieja,', 'Liège\n']","[0, 0, 0, 0, 0, 0]",0.8724351723988851
"['Było', 'wotworjene', '28.', 'januara', '1831', 'za', 'Standisha', ""O'Gradyja,"", 'generalneho', 'prokuratora', 'Irskeje', 'a', 'najwyšćohosudneho', 'dorada', 'Erara', 'za', 'Irsko.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.8633785552921749
"['Okres', 'Zlaté', 'Moravce\n']","[0, 3, 3]",0.7784663779394967
"['Wilhelm', 'Gustav', 'Franz', 'Herter\n']","[1, 1, 1, 2]",0.9634556770324707
"['Thomasville,', 'Missouri\n']","[1, 1]",0.9577657646603055
"['Clement', 'Poitrenaud,', '14.\n']","[1, 1, 2]",0.9110414087772369
"['Jahn', '|', 'Jazdan', 'Čah', '|', 'Jegi', '|', 'Jedyn', 'Debł', '|', 'Jošt', '|', 'Jusefabad', '|', 'Juš', '|', 'Jušu\n']","[1, 1, 0, 1, 1, 1, 2, 2, 0, 1, 1, 0, 0, 1, 2, 2, 0]",0.7364411334837636
"['Tour', 'de', 'France', '1982\n']","[3, 3, 4, 4]",0.8286360161645072
"['John', 'Denison-Pender', ',', '1.', 'baron', 'Pender\n']","[1, 1, 2, 2, 2, 2]",0.8979051033655803
"[""''Glyphipterix"", ""iometalla''"", '(Meyrick,', '1880)\n']","[0, 0, 0, 0]",0.9333029318423498
"[""''Zygaena"", ""cynarae''"", '(Esper,', '1789)\n']","[0, 0, 0, 0]",0.932351087530454
"['Super', 'swět', 'sporta\n']","[3, 3, 3]",0.8418168084962028
"['Chananel', 'ben', 'Chushiel\n']","[1, 1, 1]",0.9597849183612399
"['Bobby', 'Rush', '(', 'D', ')\n']","[1, 1, 2, 2, 0]",0.88795495695538
"['Leganda', 'o', 'Chun', 'Hyang\n']","[1, 1, 2, 2]",0.941348634660244
"['BBC', '(', 'Test', 'Match', 'Special', ""''"", ')\n']","[0, 0, 0, 0, 0, 0, 0]",0.9401384353637695
"['Bruce', 'Beresford', '(', 'Nje-Žid', ')\n']","[1, 1, 2, 2, 0]",0.9611939589182535
"['Był', 'wózwołany', 'tež', 'dohromady', 'z', 'Visual', 'Studio', '2005,', 'Microsoft', 'SQL', 'Server', '2005', 'a', 'BizTalk', '2006.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0]",0.9081113819153078
"['Leonardo', 'Rodríguez', 'Solís\n']","[1, 1, 1]",0.9569242704998363
"['Wona', 'je', 'so', 'narodźiła', 'w', 'Aldsworth', ',', 'Gloucestershire', ',', 'Engliska', 'w', '10.', 'januara', '1836', '.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 5, 5, 5]",0.8854871221951076
"['Narodny', 'muzej', 'Kyoto', '(', 'ranne', 'wutroby', ')\n']","[3, 3, 4, 4, 4, 0, 0]",0.9712334076563517
"['Lisćina', 'lětow', 'we', 'Brasiliji\n']","[5, 5, 5, 6]",0.7223650948567824
"['Mjezynarodne', 'kupk', 'dermałogiskich', 'towarstwow\n']","[0, 0, 0, 0]",0.7719521803014419
"['W', 'juniju', '1999', 'běchu', 'njeje', 'prodano', 'National', 'Express,', 'kotryž', 'je', 'w', 'septemberu', '2004', 'prodachu', 'Connex.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0]",0.9362841546535492
"['Pozdźiše', 'nałožki', 'buchu', 'rozšěrjene', 'do', 'kubłow,', 'kotrež', 'wotpowěduja', 'Argentinskej,', 'Brazilskej,', 'Boliwiskej', 'a', 'Uruguajskej.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9647576597001818
"['Wón', 'so', 'namaka', 'w', 'Mexiku,', 'Guatemale,', 'Kostarice,', 'Panamje,', 'Kolumbiskej,', 'Wenezuelej', 'a', 'Brazili.\n']","[0, 0, 0, 0, 0, 5, 5, 5, 0, 5, 5, 5]",0.9138590643803278
"['Michele', 'Morosini', '(1308–1382)', 'je', 'był', ""''dóža''"", 'wot', 'junija', '1382', 'do', 'swojeje', 'smjertnaj', 'w', 'oktobru', 'samsneje', 'lěta.\n']","[1, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9853134334087372
"['Władysław', 'I', 'Łoketko\n']","[3, 3, 3]",0.7549684345722198
"['Misawa', 'AB,', 'Japonija,', '29.', 'nowembra', '1965', '–', '15.', 'maja', '1971\n']","[1, 1, 2, 2, 2, 2, 2, 0, 0, 0]",0.9651738435029984
"['Płaskonosy', 'xenokongridowy', 'jegorł.\n']","[0, 0, 0]",0.8327980767935514
"['Wón', 'se', 'w', 'marcu', '1906', 'wzdał,', 'zo', 'by', 'startował', 'za', 'West', 'Hobart,', 'ale', 'njeje', 'so', 'podariło.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.9391342986907277
"['Lăpugiu', 'de', 'Jos\n']","[5, 5, 5]",0.9354176265852792
"['Činanteki', 'z', 'Ozumacína\n']","[3, 3, 3]",0.9403240283330282
"['*4.', 'oktobra', '–', 'Drew', 'Stubbs\n']","[0, 0, 0, 0, 0]",0.8921171694993972
"['16.', 'wětrócka', 'kuryjerských', 'jemników:', 'připojena', '14.', 'nowembra', '1954', '–', '8.', 'julija', '1955\n']","[0, 0, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]",0.8661115329180445
"['Dataja', ':', 'Bdg', 'fontannaPotop', '2', '10-2013.jpg|Pohlad', 'z', 'fontany', '``', 'Potop', ""''\n""]","[0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0]",0.9280980152468528
"['Warren', 'je', 'jón', 'w', '1892', 'wopisował.\n']","[1, 1, 1, 2, 2, 0]",0.9338105229231027
"['Varghese', 'Payyappilly', 'Palakkappilly\n']","[1, 1, 1]",0.962341491992657
"['Skočachu', '184.000', 'w', 'tradicionalnych', 'předawanjach', 'albumow', '(z', '65', 'procentnim', 'spadkom)', 'a', 'Adele', 'jen', '25""', 'je', 'so', 'ze', 'štwórtkach', 'wuprajišoje', 'na', 'čisło', '1', 'wotworješe', 'z', 'rekordnych', 'wuprajišanjemi', '3,38', 'miliona.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9898949898206271
"['Jow', 'je', 'so', 'narodił', 'w', 'Sundridge,', 'Ontario.\n']","[0, 0, 0, 0, 0, 0, 0]",0.8917002361267805
"['Super', 'liga', 'Grécka:', '1982–83\n']","[3, 3, 4, 4]",0.918599796295166
"['Hódny', 'přěn', 'aša,', 'na', '8.', 'nowembra', '1957,', '28.', 'apryla,', '22.', 'awgusta,', '2.', 'septembra,', '11.', 'septembra', 'abo', '23.', 'septembra', '1958\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0.887637411057949
"['Guy', 'Berryman', '(Coldplay)\n']","[1, 1, 2]",0.8526084937832572
"['Jason', 'Schwartzman,', 'Isabelle', 'Huppert,', 'Dustin', 'Hoffman\n']","[1, 1, 2, 2, 2, 2]",0.9599379017239525
"[""'"", ""''"", 'Lena', 'Springs', ""''"", ""'\n""]","[0, 0, 0, 0, 0, 0]",0.9913409600655237
"['Je', 'bywały', 'mjezynarodne', 'hrósćowe', 'družyny', 'do', '21', 'lět', 'Engliske.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9028864891632743
"['Klement', 'Aleksandrijski,', ""''Stromata''"", '1.131.6.\n']","[1, 1, 2, 2]",0.9658676900646903
"['Komisija', 'za', 'ludźi', 'prawa', 'Malaysije\n']","[3, 3, 4, 4, 4]",0.9349047541618347
"['Winšuje', 'je', '3944', 'futow', '(1202', 'm)', 'nad', 'mórjem.\n']","[0, 0, 0, 0, 0, 0, 0, 0]",0.9872916481074165
"['Jean', 'Frédéric', 'Frenet\n']","[1, 1, 2]",0.9597189724445343
"[""''"", 'Knížectwo', 'Neapol', ""''"", '-', 'Gregorius', 'III', '(864–870)\n']","[0, 0, 0, 0, 0, 0, 3, 0]",0.9283601726804461
"['Pólska', 'na', 'Eurovizijnym', 'spěwarskim', 'konkurse\n']","[3, 3, 3, 3, 4]",0.8911788165569305
"[""''"", 'Space', 'Heater', '(', 'album', ')', ""''\n""]","[0, 0, 3, 3, 0, 0, 0]",0.876144049068292
"['Thompson', 'International', 'Speedway', '–', 'Thompson,', 'Connecticut\n']","[1, 1, 3, 2, 4, 4]",0.751465916633606
"['Nagrał', 'w', 'Alberts', 'Studio,', 'Londyn.\n']","[0, 0, 0, 1, 1]",0.7891033819088569
"['Zapadnohercegowiski', 'kanton\n']","[3, 3]",0.9383930166562399
"['Iliho', 'Kazachskeho', 'Awtonomneho', 'Prefektura\n']","[5, 5, 3, 3]",0.8043971913201469
"['London', ':', 'Thames', '&', 'Hudson.\n']","[1, 1, 1, 2, 2]",0.9021794547637304
"['Takht', 'Sri', 'Hazur', 'Sahib,', 'Nanded\n']","[1, 1, 1, 2, 2]",0.9239782851475936
"['Jeden', 'z', 'pasiwotnych', 'kuškow,', 'kotryž', 'přežiju', 'tonćenje,', 'je', 'na', 'eksponěru', 'w', 'Imperial', 'Wojniskim', 'Muzeju', 'Północ', 'we', 'Manchesterje.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0]",0.8687235318124295
"['Jeho', 'wótc', 'był', 'Abd', 'Manaf', 'ibn', 'Qusai', '.\n']","[0, 0, 0, 0, 0, 0, 1, 2]",0.9236437817414601
"['Stadion', 'Borg', 'El', 'Arab', ',', 'Aleksandrija', ',', 'Egipt\n']","[1, 1, 1, 2, 2, 2, 2, 2]",0.7832978554069996
"['``', 'Druhi', 'kórny', ""''\n""]","[0, 0, 0, 0]",0.960672265291214
"['1283', ':', 'Dynastija', 'Yuan', 'twari', 'přiswobinu', 'Peskich', 'kupow.\n']","[0, 0, 0, 0, 3, 4, 4, 0]",0.8267036601901054
"['Alain', 'Delon,', 'Richard', 'Conte,', 'Carla', 'Gravina\n']","[1, 1, 2, 2, 2, 2]",0.9562094847361247
"['Monarch', '-', 'Jurij', 'V,', 'kral', 'Britanskeje', 'kralestwa', '(1910–1936)\n']","[1, 1, 1, 2, 2, 2, 0, 0]",0.8230278329415754
"['Helene', 'Hayman,', 'baronka', 'Hayman\n']","[1, 1, 2, 2]",0.955101874741641
"['Wón', 'so', 'jo', 'w', 'Drummond', 'Township,', 'Canada', 'West', 'w', '1841', 'rodźił,', 'syn', 'jendźelskich', 'imigrantow,', 'a', 'w', 'Perth', 'wukubłany.\n']","[0, 0, 0, 0, 1, 1, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1]",0.8502029776573181
"[""'"", ""''"", 'Zadie', 'Smith', ""''"", ""'\n""]","[0, 0, 0, 0, 0, 0]",0.9912200073401133
"['Glencoe,', 'KwaZulu-Natal\n']","[1, 1]",0.9595615647055886
"[""''Polystichum"", ""acrostichoides''"", '(Michx.\n']","[0, 0, 0]",0.9210250377655029
"['Je', 'na', 'Nationałnym', 'inventaru', 'historiskich', 'hospodźowických', 'interjerow', 'kampanje', 'za', 'Prawo', 'pjenje.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.8026029357203731
"['``Sy', 'hlas``\n']","[0, 0]",0.8864790002504984
"['Někotare', 'mjezacy', 'pozdźišož', 'buchaj', 'mě', 'chtěli', 'posłać', 'dwaj', 'awiónoj,', 'jeden', 'z', 'nich', 'jě', 'mjeńety', ""''Atlântico'',"", 'lajamaj', 'do', 'Montevidea', 'a', 'njedźijliwej', 'do', 'Buenos', 'Aires.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9572853763572505
"['W', '1910', 'bu', 'material', 'do', 'Ameriskeho', 'muzeja', 'přirodopisnych', 'starin', 'we', 'New', 'Yorku', 'pósłany', 'a', 'w', '1911', 'bu', 'wopisany.\n']","[0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 0, 0, 0, 0, 0, 4, 4, 0]",0.8894288943094366
"['Statna', 'trasa', '5', 'w', 'Nowym', 'Jorku\n']","[3, 3, 4, 4, 0, 4]",0.8583931863307953
"['Wótcow,', 'mužow', 'a', 'bratrjow\n']","[1, 1, 1, 1]",0.7888338054929461
"['Dwa', 'a', 'poł', 'mužow\n']","[0, 0, 0, 0]",0.9529614051183065
"['Před', '1945', 'bu', 'regio', 'do', 'Němskeje', 'přino', 'hiwo', '.\n']","[0, 0, 0, 0, 0, 5, 5, 0, 0]",0.8793516298135121
"['5000-metrowy', 'běh', '–', '14:15,61', '(2015)\n']","[0, 3, 3, 3, 4]",0.924429409644183
"['Sridevi,', 'Sanjay', 'Dutt,', 'Rahul', 'Roy\n']","[1, 1, 1, 2, 2]",0.9636165499687195
"['Miranda', 'Martino', 'jako', 'spěwarja\n']","[1, 1, 2, 2]",0.843078327178955
"['Komunistiska', 'partija', 'Nigerije', '(KPN)\n']","[3, 3, 3, 4]",0.893634346815256
"[""''Chaetodon"", ""falcula'',"", 'Čornoklinowy', 'pawołkowy', 'karabinek\n']","[0, 0, 0, 0, 0]",0.9485843703150749
"['Prěnje', 'sydlarjo', 'su', 'přišli', 'na', 'počatku', '19.', 'stoletka', 'a', 'byli', 'wjetšinu', 'Kwakerjo,', 'Mennonitjo', 'a', 'zjednoćeni', 'cesarjo', 'lojalistjo,', 'kotři', 'su', 'Zjednoćenje', 'staty', 'wopušćili.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9632620236329865
"['Republika', 'Ezo', '(1868–1869)\n']","[1, 2, 2]",0.9080560326576232
"['Hul,', 'okres', 'Nové', 'Zámky\n']","[0, 0, 0, 4]",0.815542052189509
"['Estadio', 'Tiburcio', 'Carías', 'Andino', 'Tegucigalpa,', 'Honduras\n']","[1, 2, 2, 2, 2, 2]",0.8395251598623064
"['Bokówka,', 'Podlaski', 'wóvodaństwo\n']","[5, 5, 5]",0.6604806597416217
"['Robert', 'A.', 'Borski,', 'mł.\n']","[1, 1, 2, 2]",0.9180292015274366
"['Perry', 'Township,', 'Fayette', 'County,', 'Ohio\n']","[1, 1, 2, 2, 2]",0.7089692445901724
"[""''"", 'Carstwo', 'Rosiji', ""''"", '–', 'Fjodor', 'III', '(', '1676–1682', ')\n']","[0, 0, 0, 0, 0, 5, 0, 0, 0, 1]",0.8700972184538841
"['Štwěrjce', 'Jeronje,', 'uniwersita', 'Londyna', '(SGUL)\n']","[0, 5, 5, 5, 5]",0.6908681035041809
"['Walisiska', 'narodna', 'koparska', 'reprezentacija\n']","[3, 3, 3, 4]",0.9657049958522503
"['*wisent', '(', 'Bison', 'bonasus', ""'')\n""]","[0, 5, 5, 0, 1]",0.8015552736245669
"['Warrandyte', 'South,', 'Victoria\n']","[1, 1, 1]",0.9558698534965515
"[""''Prochoreutis"", ""stellaris''"", '(Zeller,', '1847)\n']","[0, 0, 0, 0]",0.930569107333819
"['Witěz', 'pohára', 'UEFA', '1981.\n']","[1, 1, 1, 2]",0.8566540360450745
"['W', 'roce', '1926', 'bě', 'do', 'hónoty', 'maršalki', 'Italije', 'pospěšeny.\n']","[0, 0, 0, 0, 0, 0, 0, 0, 5]",0.9157391065045407
